question,answer,chapter,explanation
"第一条 向後（ A ）と、亜米利加合衆国と世々親睦なるへし……
第三条 下田・箱館の港の外、次にいふ所の場所を……開くへし。神奈川・長崎・（ B ）・（ C ）……
第五条 外国の諸（ D ）は、日本（ D ）同種類の同量を以て通用すへし……
第十三条 今より凡（ E ）箇月の後……補ひ或は改る事を得へし。【日本外交年表竝主要文書】",日本大君/新潟/兵庫/貨幣/百七十一,第8章,日米修好通商条約。新たに4港を開港し、居留地を設けた。関税自主権の欠如や領事裁判権の容認などから不平等条約と呼ばれる。第５条の貨幣の同種同量交換によって金が大量流出した。第13条を根拠に後に条約改正交渉を行う。
"（ A ）御開港、外国貿易仰せ出され候に付、……御府内入津之荷物相減、諸色払底に相成、……当分之内左之通り仰せ出され候。
一（ B ） 　一水油 　一（ C ） 　一呉服 　一（ D ）
右之品々に限り、……都而御府内より相廻し候筈に候……【続徳川実紀】",神奈川/雑穀/蝋/糸,第8章,五品江戸廻送令。輸出向けの荷物が江戸を通らず直接開港場へ送られたことで江戸で品不足と物価高騰が起きた。幕府は特定の5品目を必ず江戸の問屋を経由させるよう命じた。
"一、広ク（ A ）ヲ興シ、万機（ B ）ニ決スヘシ
一、旧来ノ（ C ）ヲ破リ、（ D ）ノ公道ニ基クヘシ
一、智識ヲ（ E ）ニ求メ、大ニ皇基ヲ振起スヘシ……【法令全書】",会議/公論/陋習/天地/世界,第9章,五箇条の誓文。明治天皇が神に誓う形式で発表された。公議世論の尊重、開国進取、身分制の打破などを掲げ、新しい国家建設の方向性を国内外に示しました。
"第二札：……大勢申合せ候を（ A ）ト唱ヘ、……強イテ願ヒ事企ルを（ B ）トイヒ、或ハ……居町居村ヲ立退キ候を（ C ）ト申ス、堅ク御法度タリ。
第三札：（ D ）邪宗門ノ儀ハ固ク御制禁タリ。
第四札：……万国ノ（ E ）ヲ以テ条約御履行在ラセラレ候……【法令全書】",徒党/強訴/逃散/切支丹/公法,第9章,五榜の掲示。儒教的道徳の遵守や、江戸時代以来の農民一揆などの禁止、キリスト教禁止を改めて示した。開国の方針に基づき、外国人殺害の禁止が示された。
今般（ A ）ニ付、旧来田畑貢納ノ法ハ悉ク皆相廃シ、更ニ（ B ）調査相済次第、土地ノ代価ニ随ヒ（ C ）ヲ以テ地租ト相定ムヘキ旨被仰出候……【法令全書】,地租改正/地券/百分ノ三,第9章,地租改正。豊凶に関わらず、地価の3パーセント（百分ノ三）を地主が金納する仕組みを定めました。これにより政府は安定した税収を得られるようになりました。
臣等伏シテ方今政権ノ帰スル所ヲ察スルニ、……独（ A ）ニ帰ス。……乃チ之ヲ振救スルノ道ヲ講求スルニ、唯天下ノ（ B ）ヲ張ルニ在ル而已。天下ノ（ B ）ヲ張ルハ（ C ）ヲ立ルニ在ル而已。【（ D ）】,有司/公議/民撰議院/日新真事誌,第9章,板垣退助らが提出した民撰議院設立建白書。一部の藩閥官僚による専制政治を批判し、国民が選んだ議員による議会の開設を求めました。この内容はイギリス人のブラックが創刊した新聞に掲載され、自由民権運動が高まるきっかけとなりました。
"第一条 大日本帝国ハ（ A ）ノ天皇之ヲ統治ス
第三条 天皇ハ（ B ）ニシテ侵スヘカラス
第四条 天皇ハ国ノ元首ニシテ統治権ヲ（ C ）シ此ノ憲法ノ条規ニ依リ之ヲ行フ
第十一条 天皇ハ陸海軍ヲ（ D ）ス
第十二条 天皇ハ陸海軍ノ（ E ）及常備兵額ヲ定ム
第十三条 天皇ハ（ F ）ヲ宣シ和ヲ講シ及諸般ノ条約ヲ締結ス
第十四条 天皇ハ（ G ）ヲ宣言ス
第三十三条 帝国議会ハ（ H ）・（ I ）ノ両院ヲ以テ成立ス
第五十五条 国務各大臣ハ天皇ヲ（ J ）シ其ノ責ニ任ス【法令全書】",万世一系/神聖/総攬/統帥/編制/戦/戒厳/貴族院/衆議院/輔弼,第9章,第日本帝国憲法。天皇に強大な権限（天皇大権）を認める一方で、法治主義の原則も取り入れられました。国務大臣の助言（輔弼）や帝国議会の協賛が必要とされる仕組みになっています。ここに出ている条文は全て覚える。
今般憲法発布式ヲ挙行アリテ、……公布セラレタリ。……然レトモ政府ハ常ニ一定ノ方向ヲ取リ、（ A ）トシテ（ B ）ノ外ニ立チ、至公至正ノ道ニ拠リ……【明治政史】,超然/政党,第9章,憲法発布の翌日に黒田清隆が行った超然主義演説。政府は政党の意向に左右されることなく、公平な立場から独自の政策を執行すべきであるという超然主義を表明した。これにより初期議会では、民党と政府が激しく対立することになる。
……其国民の精神は既に亜細亜の固陋を脱して（ A ）の文明に移りたり。……一を支那と云ひ、一を（ B ）と云ふ。……寧ろ其伍を脱して（ A ）の文明国と進退を共にし、……我れは心に於て亜細亜東方の（ C ）を謝絶するものなり。【（ D ）全集】,西洋/朝鮮/悪友/福沢諭吉,第9章,福沢諭吉の脱亜論。朝鮮の開化派がクーデターに失敗したことなどを受け、停滞するアジア諸国と連帯するのではなく、日本はアジアを脱して（ A ）文明の列に加わるべきだと主張しました。
蓋し国家独立自衛ノ道ニ二途アリ。第一ニ（ A ）線ヲ守護スルコト、第二ニハ（ B ）線ヲ保護スルコトデアル。其ノ（ A ）線トハ国ノ疆域ヲ謂ヒ、（ B ）線トハ其ノ（ A ）線ノ安危ニ密着ノ関係アル区域ヲ申シタノデアル。……【（ C ）意見書】,主権/利益/山県有朋,第9章,山県有朋の「主権線・利益線演説」。一国の独立を維持するためには、国境である「主権線」だけでなく、その安全に関わる隣接地域（朝鮮半島など）である「利益線」を防衛する必要があるとし、軍備拡張を正当化しました。
"第一条 清国ハ（ A ）国ノ完全無欠ナル独立自主ノ国タルコトヲ確認ス。……
第二条 清国ハ左記ノ土地ノ主権……ヲ永遠日本国ニ割与ス
一、奉天省南部……　　二、（ B ）全島及其ノ付属諸島嶼　三、澎湖列島……
第四条 清国ハ軍費賠償金トシテ庫平銀（ C ）ヲ日本国ニ支払フヘキコトヲ約ス……【日本外交年表竝主要文書】",朝鮮/台湾/二億両,第9章,下関条約（日清戦争の講和条約）。清に朝鮮の独立を認めさせ、遼東半島（奉天省南部）、台湾、澎湖列島を獲得しました。しかし直後にロシア・ドイツ・フランスによる三国干渉を受け、遼東半島は返還することになりました。
