question,answer,chapter,explanation
エイブリーらの実験において、S型菌の抽出液からDNAを分解したものをR型菌に混ぜて培養した実験では、生きたS型菌への形質転換が確認された。,×,1 共通テストの過去問,形質転換を引き起こす原因物質はDNAであるため、DNAを分解した抽出液を用いた実験では形質転換が起こらず、生きたS型菌は出現しない。タンパク質を分解した抽出液では形質転換が起こる。
淡水魚の体液の塩類濃度は、自身が排出する尿の塩類濃度よりも高くなっている。,〇,1 共通テストの過去問,淡水魚は体液よりも塩類濃度の低い（きわめて薄い）多量の尿を排出することで、体内の必要な塩類を失わないように調節している。
海水魚の体液の塩類濃度は、自身が排出する尿の塩類濃度とほぼ等しい。,〇,1 共通テストの過去問,海水魚は海水を取り込んで体液とほぼ等張、または少し高い濃度の少量の尿を排出して体内の水分を維持している。
硬骨魚類の鰓にある塩類細胞は、能動輸送により塩類を輸送するために、ATPを合成するミトコンドリアを多く含んでいる。,〇,1 共通テストの過去問,濃度勾配に逆らって塩類を能動輸送するために、エネルギー源となるATPを大量に供給するミトコンドリアが発達している。
サケが幼魚から成魚に成長し、生息環境を川から海へ変える際に起こる塩類細胞の変化には、脳下垂体から放出される成長ホルモンが関わっている。,〇,1 共通テストの過去問,成長に伴い、脳下垂体から成長ホルモンが分泌されることで、鰓の塩類細胞が淡水型から海水型へと変化し、海水適応が可能となる。
獲得免疫において、体内に侵入した抗原を最初に取り込んで分解（抗原提示）する免疫細胞Pは、B細胞である。,×,1 共通テストの過去問,抗原を取り込んで分解し、情報を提示する細胞（免疫細胞P）は樹状細胞やマクロファージである。B細胞は抗体を産生する細胞である。
細胞性免疫において、ヘルパーT細胞は感染細胞を直接破壊して排除する。,×,1 共通テストの過去問,感染細胞を直接排除するのはキラーT細胞である。ヘルパーT細胞は、他の免疫細胞（マクロファージやB細胞など）を活性化・刺激する役割を担う。
免疫細胞のうち、樹状細胞、ヘルパーT細胞、キラーT細胞はいずれも、再び同じ抗原が侵入したときに備えて一部が記憶細胞となる。,×,1 共通テストの過去問,免疫記憶をもつ記憶細胞（メモリー細胞）になるのは、ヘルパーT細胞やキラーT細胞、B細胞などのリンパ球である。自然免疫で働く樹状細胞は記憶細胞にはならない。
抗体を産生するB細胞が抗体産生細胞へと効果的に分化するためには、抗原の存在だけでなく、B細胞以外のリンパ球（ヘルパーT細胞など）の作用が必要である。,〇,1 共通テストの過去問,B細胞のみと抗原だけでは抗体産生細胞への分化はわずかだが、T細胞などを含むリンパ球全体が存在することで分化が著しく促進される。
温帯の草原バイオームであるステップにおける代表的な生産者は、イネのなかまである。,〇,1 共通テストの過去問,ステップは乾燥によって森林が育たない温帯の草原であり、イネ科の草本植物が主に優占している。
地中海沿岸などに見られる硬葉樹林バイオームの代表的な優占種は、オリーブである。,〇,1 共通テストの過去問,硬葉樹林は、夏の乾燥に耐えるためにクチクラ層の発達した硬い常緑広葉樹（オリーブやコルクガシなど）が代表的な生産者となる。
熱帯・亜熱帯の乾季のある地域に見られる雨緑樹林バイオームの代表的な生産者は、チークである。,〇,1 共通テストの過去問,雨緑樹林は、雨季に葉を茂らせ乾季に落葉する落葉広葉樹林であり、チークがその代表例である。
生態系を循環する物質の経路において、一次消費者が呼吸によって放出した二酸化炭素の一部は、大気中から分解者へと直接移動する。,×,1 共通テストの過去問,一次消費者の呼吸によって放出された二酸化炭素は、一度大気中に戻り、そこから生産者（植物など）の光合成によって再び有機物として生態系に取り込まれる。
生態系内を流れる光エネルギーや化学エネルギーなどのエネルギーは、最終的には熱エネルギーとなって生態系外へと放出され、再利用されることはない。,〇,1 共通テストの過去問,エネルギーは物質とは異なり生態系内を循環しない。各栄養段階での代謝に伴い一部が熱エネルギーとして失われ、最終的に地球外（宇宙空間）へと放出される。
地球温暖化を引き起こす主要な温室効果ガスとしては、二酸化炭素のほかにメタンやフロンなどが挙げられる。,〇,1 共通テストの過去問,二酸化炭素、メタン、フロン（代替フロン含む）、一酸化二窒素、水蒸気などは、赤外線を吸収して地球を温める温室効果ガスである。
