question,answer,chapter,explanation
パリ協定では、先進国だけでなく発展途上国を含むすべての締約国が自主的に削減目標（NDC）を策定し、温室効果ガスの削減に取り組むことが義務づけられている。,〇,1 共通テストの過去問,2015年のパリ協定は、歴史上初めてすべての国（先進国・途上国問わず）が温室効果ガスの削減目標を国連に提出し、その達成に向けた国内対策を進めることを義務づけました。[cite: 10]
サプライチェーン（供給網）の広がりの中で、発展途上国の生産者に適正な対価を支払って継続的に取引し、労働者の生活向上を支援する取り組みをフェアトレードという。,〇,1 共通テストの過去問,フェアトレード（公正取引）は、途上国の立場の弱い生産者や労働者から、適正な価格で継続的に製品や原材料を購入することで、彼らの自立と持続可能な開発を支える運動・取引形態です。[cite: 10]
企業が自社の本業とは直接関係のない、芸術や文化活動などに対して支援や資金提供を行う社会貢献活動をフェアトレードという。,×,1 共通テストの過去問,本業以外の文化・芸術・科学などの支援や社会貢献活動を行うことを指す用語はメセナ（Mécénat）であり、フェアトレードではありません。[cite: 10]
地球の表面を海岸線で陸と海に分けると、陸地は地表の約70％、海洋は約30％を占めている。,×,1 共通テストの過去問,陸地と海洋の割合が逆である。正しくは、陸地が地表の約30％、海洋が約70％を占めている。
同一の人間あるいは同一の役職者団体において立法権力と執行権力が結合されるとき、自由は全く存在しない。,〇,1 共通テストの過去問,モンテスキューの三権分立論。立法権と執行（行政）権が同一の機関に集中すると、専制的な支配を招き、人々の自由が失われるため正しい。
日本国憲法第92条において、地方公共団体の組織及び運営に関する事項は、地方自治の本旨に基いて、法律でこれを定めると規定されている。,〇,1 共通テストの過去問,憲法第92条の条文通りであり、正しい。
地方自治の本旨を構成する団体自治とは、地域社会の政治が住民の意思に基づいて行われなければならないとする民主主義的要請を意味する。,×,1 共通テストの過去問,記述は住民自治の説明である。国から独立した地方団体が自主的に行政を行う団体自治は、中央集権に対する地方分権的（自由主義的）要請を意味する。
愛媛玉ぐし料訴訟の最高裁判決では、県が神社に対して公金から玉ぐし料を支出したことは、憲法が禁止する公金の支出にあたるとされた。,〇,1 共通テストの過去問,愛媛玉ぐし料訴訟において、最高裁判所は県の玉ぐし料支出を政教分離原則に違反し、違憲（公金支出の禁止に抵触する）と判断したため正しい。
空知太神社訴訟の最高裁判決では、市が神社に市有地を無償で使用させていたことは、憲法が禁止する宗教団体に対する特権の付与にあたらないとされた。,×,1 共通テストの過去問,空知太神社訴訟において、最高裁判所は市有地の無償提供を宗教団体に対する特権の付与に該当し、違憲と判断したため誤り。
日本国憲法第29条において、私有財産権は絶対的に保障されており、法律によってもその内容を制限することは一切できない。,×,1 共通テストの過去問,憲法第29条第2項では、財産権の内容は公共の福祉に適合するやうに、法律でこれを定めると規定されており、公共の福祉による制限を受けるため誤り。
1952年に制定された農地法では、戦後の農地改革の成果を維持し地主制の復活を防止するため、農地の所有や賃貸借に対して厳しい規制が設けられた。,〇,1 共通テストの過去問,農地法（1952年）は、自作農を創設・維持し、小作地主制の復活を防ぐために農地取引を厳しく規制したため正しい。
1999年に制定された食料・農業・農村基本法では、農業と工業の生産性の格差を縮小するため、米作から畜産や果樹などへの選択的拡大が最大の目標とされた。,×,1 共通テストの過去問,選択的拡大の推進は、1961年に制定された旧農業基本法の内容である。1999年の新基本法では、食料の安定供給や農業の多面的機能の発揮が目指された。
私人間の契約関係を規律する民法は、国家と私人との関係を規律する公法に分類される。,×,1 共通テストの過去問,民法は、私人間の財産関係や家族関係を規律する法であり、私法に分類されるため誤り。
国会議員が予算を伴わない法律案を発議するには、衆議院・参議院ともに、それぞれ議員10人以上の賛成を要する。,×,1 共通テストの過去問,予算を伴わない法案の発議には、衆議院では20人以上、参議院では10人以上の賛成が必要となるため誤り。
参議院が衆議院の可決した法律案を受け取った後、60日以内に議決をしないときは、衆議院は参議院がその法律案を否決したものとみなすことができる。,〇,1 共通テストの過去問,憲法第59条第4項の規定（60日ルール）通りであり、この場合、衆議院で出席議員の3分の2以上の多数で再可決すれば法律となるため正しい。
国会で可決された法律には、すべて主任の国務大臣が署名し、内閣総理大臣が連署することを必要とする。,〇,1 共通テストの過去問,憲法第74条の規定通りであり、正しい。
日本銀行が市中銀行から国債などを買い入れる買いオペレーションは、景気引き締めを目的として行われる。,×,1 共通テストの過去問,買いオペレーションは、市場に資金を供給して金利を下げる金融緩和（景気刺激）を目的として行われるため誤り。
マネーストックとは、日本銀行が直接的に供給する通貨の総量（流通現金と日銀当座預金の合計）のことである。,×,1 共通テストの過去問,これはマネタリーベースの説明である。マネーストックは、一般法人や個人などの通貨保有主体が保有する通貨量の残高を指す。
日本の労働力調査において、15歳以上人口は、労働力人口（就業者および完全失業者）と、通学や家事などを行う非労働力人口に分類される。,〇,1 共通テストの過去問,労働力調査における15歳以上人口の基本定義に合致しており、正しい。
仕事をもちながら病気や休暇などで一時的に仕事を休んでいる休業者は、日本の労働力調査において完全失業者に分類される。,×,1 共通テストの過去問,休業者は、調査期間中に少しも仕事をしなかった場合でも、賃金の支払いを受けているなどの条件を満たしていれば就業者に分類される。
金利が変化しない状況においてインフレーションが発生した場合、お金の価値が実質的に下落するため、債権者（貸し手）にとっては不利になり、債務者（借り手）にとっては有利になる。,〇,1 共通テストの過去問,物価上昇（インフレ）によって貨幣の価値が下がるため、実質的な返済負担が軽くなる債務者が有利、債権者が不利になるため正しい。
FTA（自由貿易協定）やEPA（経済連携協定）は、特定の国や地域間における関税撤廃などを目指すものであり、WTO（世界貿易機関）が掲げる最恵国待遇原則の例外措置として認められている。,〇,1 共通テストの過去問,最恵国待遇（すべての加盟国に等しく最も有利な条件を適用する原則）の例外として、特定の国同士でさらに自由化を進めるFTAやEPAが容認されているため正しい。
1999年に成立した地方分権一括法によって、従来の機関委任事務が廃止され、国と地方自治体の関係は対等・協力の関係へと位置づけられた。,〇,1 共通テストの過去問,地方分権一括法による機関委任事務の廃止と、国と地方の対等・協力関係への移行を示しており、正しい。
人間開発指数（HDI）は、ミレニアム開発目標の一つとして策定された。,×,1 共通テストの過去問,人間開発指数（HDI）は1990年に国連開発計画（UNDP）によって導入された指標であり、2000年のミレニアム開発目標（MDGs）の一つとして策定されたものではないため誤り。
人間開発指数（HDI）は、国連開発計画（UNDP）によって発表されている。,〇,1 共通テストの過去問,人間開発指数（HDI）は、国連開発計画（UNDP）が毎年発行する『人間開発報告書』の中で発表されているため正しい。
人間開発指数（HDI）は、人間の基本的ニーズ（BHN）の充足をめざす中で導入された。,〇,1 共通テストの過去問,1970年代に台頭した人間の基本的ニーズ（BHN）への関心を背景に、経済成長（GDP）だけでは測れない豊かさを指標化するために導入されたため正しい。
人間開発指数（HDI）は、寿命、知識、生活水準をもとに算出されている。,〇,1 共通テストの過去問,人間開発指数（HDI）は、長寿で健康な生活（平均寿命）、知識（就学年数など）、人間らしい生活水準（1人当たりGNI）の3つの側面から算出されるため正しい。
有害廃棄物の国境を越える移動とその処分を規制するために定められたのは、ウィーン条約である。,×,1 共通テストの過去問,有害廃棄物の国境を越える移動およびその処分を規制する条約はバーゼル条約である。ウィーン条約はオゾン層の保護に関する条約であるため誤り。
水鳥の生息地として国際的に重要な湿地に関する条約は、ラムサール条約である。,〇,1 共通テストの過去問,ラムサール条約は、特に水鳥の生息地として重要な湿地や湖沼、干潟などを保護することを目的とするため正しい。
水銀の採掘や排出、水銀を用いた製品の製造や輸出入を規制するために定められたのは、水俣条約である。,〇,1 共通テストの過去問,水銀による環境汚染や健康被害を防止するため、水銀の採掘・使用・排出・廃棄などを包括的に規制する水俣条約（水銀に関する水俣条約）が採択されたため正しい。
気候変動枠組み条約のパリ協定では、締約国が温室効果ガス削減目標を設定し、その目標を達成することが法的に義務づけられた。,×,1 共通テストの過去問,パリ協定において、すべての締約国が削減目標（NDC）を自ら作成・提出し、対策を推進することは義務づけられているが、提出した数値目標自体の達成そのものは法的な義務とはされていないため誤り。
日本国憲法における基本的人権の保障規定は、もっぱら国または公共団体と個人との関係を規律するものであり、私人相互の関係を直接規律することを予定するものではない。,〇,1 共通テストの過去問,最高裁判所の判例（三菱樹脂事件など）において、憲法の人権保障規定は国家権力と個人との関係を規律するものであり、私人間には直接適用されない（間接適用にとどまる）と判断されているため正しい。
民法（2022年4月施行）において、18歳以上の者は親の同意なく自分一人で有効な契約を締結することができる。,〇,1 共通テストの過去問,2022年4月の民法改正（成年年齢の引き下げ）により、18歳に達した者は単独で有効な契約を結ぶことができるようになったため正しい。
契約は、当事者間の合意により法的な義務を生じさせるため、必ず契約書という書面を作成しなければ成立しない。,×,1 共通テストの過去問,契約は口頭であっても当事者間の合意（意思表示の合致）があれば原則として成立するため（諾成契約）、契約書の作成が必須要件ではないため誤り。
裁判員制度において、一般市民から選ばれる裁判員は、第一審の刑事事件（重大なもの）と民事事件の両方の審理に参加する。,×,1 共通テストの過去問,日本の裁判員制度は重大な刑事事件の第一審のみを対象としており、民事事件には参加しないため誤り。
裁判員制度において、裁判員を務めた市民は、裁判の任務終了後であっても、評議の秘密など裁判を通じて知り得た秘密を守る守る義務（守秘義務）が課される。,〇,1 共通テストの過去問,裁判員法により、裁判員は評議の秘密や職務上知り得た秘密について任務終了後も漏らしてはならないと規定されているため正しい。
2018年に制定された候補者男女均等法（政治分野における男女共同参画の推進に関する法律）では、政党に対し、国政・地方選挙の候補者数を男女均等にするよう、義務を怠った場合の罰則規定が設けられた。,×,1 共通テストの過去問,同法における候補者数の均等化の努力は、政党や政治団体に対する努力義務にとどまり、罰則規定は設けられていないため誤り。
内閣の意思決定を行うための閣議において、その決定は全会一致によることが慣行となっている。,〇,1 共通テストの過去問,閣議の意思決定は、内閣の連帯責任（憲法第66条第3項）を担保するため、慣行として全会一致で行われるため正しい。
衆議院で可決し、参議院でこれと異なった議決をした法律案は、衆議院で出席議員の3分の2以上の多数で再び可決したときは、法律となる。,〇,1 共通テストの過去問,憲法第59条第2項に定められた、衆議院の優越（法律案の再議決）の規定通りであり正しい。
正規雇用の労働者とは異なり、パートやアルバイトなどの非正規雇用の労働者には、労働組合を結成する権利は認められていない。,×,1 共通テストの過去問,労働基本権（団結権など）はすべての労働者に保障されており、非正規雇用の労働者であっても労働組合を組織・加入する権利を有するため誤り。
労働組合との団体交渉において、使用者は正当な理由がない限り、これを拒否することはできない。,〇,1 共通テストの過去問,労働組合法第7条第2号において、正当な理由なく団体交渉を拒否することは不当労働行為として禁止されているため正しい。
1944年に合意されたIMF協定（ブレトン・ウッズ体制）のもとでは、すべての加盟国に対して自国通貨と金との直接の交換義務（金本位制）が課された。,×,1 共通テストの過去問,金との直接の交換義務を負ったのは米ドル（金ドル本位制）だけであり、他国は金ではなく米ドルに対して自国通貨の価値を固定（ペッグ）したため誤り。
日本が実施している政府開発援助（ODA）は、返済義務のない無償の援助（無償資金協力や技術協力）に限定されている。,×,1 共通テストの過去問,日本のODAには、返済義務のある有償資金協力（円借款）も重要な柱として含まれているため誤り。
バングラデシュで設立され、貧困層向けの無担保融資などで2006年にノーベル平和賞を受賞した組織は、アジアインフラ投資銀行（AIIB）である。,×,1 共通テストの過去問,ノーベル平和賞を受賞した少額・無担保融資の組織はグラミン銀行（創設者ムハマド・ユヌス氏）であるため誤り。
